,,,,,,Description,AMIX AirScale Ultra High Capacity - 50G Backplane - Subrack,Ultra-High Capacity Outdoor BBU-ASIM,"Airscale, SRAN, Outdoor, BBU Extension",Ultra-High Capacity Outdoor BBU Extension-ABIP,AYGE GPS OD New Sites upto 30m,ARMA AirScale RFM 6T6R B20 360W,ARDA AirScale RFM 6T6R B8 480W,"RRH, ARGA, Airscale, 6T6R, RFM, B1, 480W","AirScale, AREA, RFM, 6T6R, B3, 480W",AHPMDI AirScale RRH 2T2R B8/20/28 240W,AHEGx AirScale Dual RRH 4T4R B1/3 480W,AVQD AirScale MAA 32T32R 192AE n41 320W,AVQL Habrok 64T64R MAA 192AE n78 320W,AQHC AirScale MAA 32T32R 192AE n41 320W,AVHA Habrok 64T64R MAA 192AE n41 400W,AVHQA Habrok Dubal Band 2x32T32R MAA n78+n41 400W,ACOx Outdoor Cabinet,LTE Application SW Features package per Cell,"License, Carrier Aggregation, 2CC, LK per cell",L2100 - F2 Soft Expansion (LTE-2100 F2 expansion from 10MHz to 20MHz),Carrier Aggregation LK per cell,3G Application SW Features package per Cell,5G eMBB Software Package per cell - 100 MHz (3 years SW RTU License),"Software, Activation with ASW, Upgrade to 200 MHz per sector, 5G, n78, additional 100 MHz, CA package, eMBB",5G eMBB ASW Package per cell - NR FDD upto 10MHz Carrier BW- (3 years SW RTU License),5G eMBB FDD+TD CA ASW Package per Cell,5G eMBB 3CC TDD DL CA activation 2xn78 + 1xn41 - 3x100MHz (3 years SW RTU License),5G eMBB 2CC (FDD+TDD) UL CA ASW Package per Cell,5G 16 DL Layer Activation per sector (3 years SW RTU License),5G 4 UL Layer Activation per sector (3 years SW RTU License),5G 8 UL Layer Activation from 4UL Layer per sector (3 years SW RTU License),5G_mMIMO_320W_Upgrade per Sector,LTE NetAct LK per Cell,3G NetAct LK per Cell,5G NetAct LKs per Cell,5G RAN -  Voice Over NR feature Package - per sector,"Power Distributor, FPFH",IPAA+ Platform Antenna 2.1m 2L6H (PFAA) - Passive Antenna,PFAx M DT/UT kit 76-140mm,Airscale IPAA+ AxQx Slide-in Frame C,New Rollout - Implementation SRAN 3G/LTE - 3 sector (incl. PM & Acceptance),New Rollout - Implementation 5G -3 sector (incl. PM & Acceptance),Implementation Expansion HW Max - SRAN 3G/LTE  (incl. PM & Acceptance),New Rollout - Implementation 5G FDD -3 sector (incl. PM & Acceptance),Implementation of Sector addition on existing site,Inst Material SRAN 3G/LTE upto 50m,Inst Material SRAN 3G/LTE from 50 to 100m,Inst Material 5G mMIMO 3-sector upto 50m,Inst Material 5G mMIMO 3-sector 50 to 100m,Jumper - 5m,Jumper - 10M,TI Survey of new or existing site,Logistics and transportation Services per site,Installation & commissioning of Outdoor Power Solution,"Service, Supply And Installation DC Breaker",Remote Sites - Implementation SRAN 3G/LTE or 5G  (incl. PM & Acceptance),Special Access Military- CICPA Sites - Implementation SRAN 3G/LTE or 5G  (incl. PM & Acceptance),"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only","Service, Crane usage, upto 100 Ton",BTS re-installation,"Service, Installation, IPAA Antenna","Dismantling, Packaging & Removal of 5G MAA",Swap Service Of Old Antennas By Hex Band,NR FDD - CPRI Fiber Link Ancillaries incl 2xSFP+ upto 50m,NR FDD - CPRI Fiber Link Ancillaries incl 2xSFP+ 50-100m,NR FDD - CPRI Fiber Link Ancillaries incl 2xSFP+ above 100m,"Service, Adding And Configure Extra Power Module Per Site",Implementation - NR FDD - Fiber Addition Service on Existing Site,Hafedh Verification,,,,,,,,,,,,,,
WR,231km,5G,NEW 5G Colocation,AUH1066,5g_new_colocation_3cc_n78_n41_HW_reuse,,,1,,2,1,,,,,,,,3,,,,,,,,,,3,3,,,3,,3,3,3,3,,,3,3,2,,,,,,,,,,,2,,,,1,1,,2,2,,,,,,,,,,,,,44,,,,,HAYAT,Requested by Islam,4 February 2026,106745,SMP-WO-1311383,2026,Completed,16 February 2026,PO10_2025 (106745),2025
WR,231km,5G,NR-FDD Connectivity,AUH1066,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,HAYAT,Requested by Islam,4 February 2026,106745,SMP-WO-1311384,2026,Completed,16 February 2026,PO10_2025 (106745),2025
WR,220kM,5G,NR-FDD Connectivity,AUH1848,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,Netkom,Requested by Islam,4 February 2026,106745,SMP-WO-1311406,2026,Completed,13 February 2026,PO10_2025 (106745),2025
WR,220kM,5G,NEW 5G Colocation,AUH1848,5g_new_colocation_2cc_n78,,,1,,1,1,,,,,,,,3,,,,,,,,,,3,3,,,,,3,3,3,3,,,3,3,1,,,,,,,,,,,,1,,,,1,,1,1,,,,,,,,,,,,,35,,,,,Netkom,Requested by Islam,4 February 2026,106745,SMP-WO-1311405,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,5G,NEW 5G Colocation,AUH4549,5g_new_colocation_3cc_n78_n41_HW_reuse,,,1,,2,1,,,,,,,,3,,,,,,,,,,3,3,,,3,,3,3,3,3,,,3,3,2,,,,,2,,,,,,2,,,,,1,,2,,,,,,,,,,,,,,43,,,,,XAD,Requested by Islam,4 February 2026,106745,SMP-WO-1311387,2026,,,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH4549,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,XAD,Requested by Islam,4 February 2026,106745,SMP-WO-1311388,2026,,,PO10_2025 (106745),2025
AUH,,5G,NEW 5G Colocation,AUH4646,5g_new_colocation_3cc_n78_n41_HW_reuse,,,1,,2,1,,,,,,,,3,,,,,,,,,,3,3,,,3,,3,3,3,3,,,3,3,2,,,,,2,,,,,,2,,,,,1,,2,,,,,,,,,,,,,,43,,,,,Netkom,Requested by Islam,4 February 2026,106745,SMP-WO-1311389,2026,,,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH4646,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,Netkom,Requested by Islam,4 February 2026,106745,SMP-WO-1311391,2026,,,PO10_2025 (106745),2025
AUH,,5G,NEW 5G Colocation,AUH1939,5g_new_colocation_2cc_n78,,,1,,1,1,,,,,,,,3,,,,,,,,,,3,3,,,,,3,3,3,3,,,3,3,1,,,,,1,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,36,,,,AQQL installed (IPAA+)-Paid,Netkom,Requested by Islam,4 February 2026,106745,SMP-WO-1311392,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH1939,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,Netkom,Requested by Islam,4 February 2026,106745,SMP-WO-1311393,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,5G,NEW 5G Colocation,AUH3259,5g_new_colocation_2cc_n78,,,1,,1,1,,,,,,,,3,,,,,,,,,,3,3,,,,,3,3,3,3,,,3,3,1,,,,,1,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,36,,,,,Covenant,Requested by Islam,10 February 2026,88436,SMP-WO-1313804,2026,Completed,13 February 2026,PO9_2024 (88436),2024
AUH,,5G,NR-FDD Connectivity,AUH2733,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,Covenant,Requested by Islam,10 February 2026,106745,SMP-WO-1313780,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,5G,Antenna Swap_5G,AUH2733,5G Antenna SWAP_HEXABAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,Covenant,Requested by Islam,13 February 2026,106745,SMP-WO-1315565,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,5G,NEW 5G Colocation,AUH3724,5g_new_colocation_2cc_n78,,,1,,1,1,,,,,,,,3,,,,,,,,,,3,3,,,,,3,3,3,3,,,3,3,1,,,,,1,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,36,,,,AQQL installed (IPAA+)-Paid,HAYAT,Requested by Islam,4 February 2026,88436,SMP-WO-1311366,2026,Completed,13 February 2026,PO9_2024 (88436),2024
AUH,,5G,NR-FDD Connectivity,AUH3259,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,Covenant,Requested by Islam,10 February 2026,106745,SMP-WO-1313781,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,5G,NEW 5G Colocation,AUH3725,5g_new_colocation_2cc_n78,,,1,,1,1,,,,,,,,3,,,,,,,,,,3,3,,,,,3,3,3,3,,,3,3,1,,,,,1,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,36,,,,AQQL installed (IPAA+)-Paid,HAYAT,Requested by Islam,4 February 2026,106745,SMP-WO-1311381,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,New SRAN,New SRAN,AUH4549,new 3g/lte 3xSectors lte/3g colocation 3cc,,1,1,1,1,1,1,1,,,,3,,,,,,1,9,3,,3,6,,,,,,,,,,,9,6,,,1,,,,1,,,,,1,,,,,,1,1,,,,,,1,,,,,,,,,,53,1,,,,XAD,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311684,2026,,,PO10_2025 (106745),2025
AUH,,5G,NEW 5G Colocation,AUH3875,5g_new_colocation_2cc_n78,,,1,,1,1,,,,,,,,3,,,,,,,,,,3,3,,,,,3,3,3,3,,,3,3,1,,,,,1,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,36,,,,AQQL installed (IPAA+)-Paid,Netkom,Requested by Islam,4 February 2026,106745,SMP-WO-1311394,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH3724,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,HAYAT,Requested by Islam,4 February 2026,106745,SMP-WO-1311376,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,SRAN Expansion,AMOD to ACOC,AUH2155,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Covenant,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311690,2026,,,PO10_2025 (106745),2025
AUH,,SRAN Expansion,AMOD to ACOC,AUH2810,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Covenant,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311691,2026,,,PO10_2025 (106745),2025
AUH,,SRAN Expansion,AMOD to ACOC,AUH3343,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Covenant,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311692,2026,,,PO10_2025 (106745),2025
AUH,,SRAN Expansion,AMOD to ACOC,AUH3492,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Covenant,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311693,2026,,,PO10_2025 (106745),2025
WR,231km,SRAN Expansion,AMOD to ACOC,AUH3616,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Covenant,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311694,2026,,,PO10_2025 (106745),2025
AUH,,SRAN Expansion,AMOD to ACOC,AUH3240 ,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Covenant,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311695,2026,,,PO10_2025 (106745),2025
WR,220kM,SRAN Expansion,AMOD to ACOC,AUH6464,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Netkom,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311696,2026,,,PO10_2025 (106745),2025
AUH,,SRAN Expansion,AMOD to ACOC,AUH2053,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Netkom,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311697,2026,,,PO10_2025 (106745),2025
AUH,,SRAN Expansion,AMOD to ACOC,AUH2308,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Netkom,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311698,2026,,,PO10_2025 (106745),2025
AUH,,SRAN Expansion,AMOD to ACOC,AUH2525,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Netkom,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311699,2026,,,PO10_2025 (106745),2025
AUH,,SRAN Expansion,AMOD to ACOC,AUH2609,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Netkom,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311700,2026,,,PO10_2025 (106745),2025
AUH,,SRAN Expansion,AMOD to ACOC,AUH3107,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Netkom,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311701,2026,,,PO10_2025 (106745),2025
AUH,,SRAN Expansion,AMOD to ACOC,AUH6552 ,"Services, Dismantling, Packaging, Removal , BTS Cabinets, 3G 4G only",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,Netkom,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311703,2026,,,PO10_2025 (106745),2025
AUH,,5G,NEW 5G Colocation,AUH6463,5g_new_colocation_3cc_n78_n41_HW_reuse,,,1,,2,1,,,,,,,,3,,,,,,,,,,3,3,,,3,,3,3,3,3,,,3,3,2,,,,,2,,,,,,2,,,,1,1,,2,,,,,,,,,,,,,,44,,,,,XAD,Requested by Islam,4 February 2026,106745,SMP-WO-1311385,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH3725,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,HAYAT,Requested by Islam,4 February 2026,106745,SMP-WO-1311382,2026,Completed,13 February 2026,PO10_2025 (106745),2025
WR,220kM,New SRAN,New SRAN,AUH1813,new 3g/lte 3xSectors lte/3g colocation 2cc,,1,1,1,1,1,1,1,,1,,,,,,,,1,6,3,,,6,,,,,,,,,,,6,6,,,1,,,,,,,,,,1,,,,,1,1,,,1,,,,,,,,,,,,,41,1,1,,,XAD,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311685,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH3875,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,Netkom,Requested by Islam,4 February 2026,106745,SMP-WO-1311395,2026,Completed,13 February 2026,PO10_2025 (106745),2025
WR,102KM,New SRAN,New SRAN,AUH1848,new 3g/lte 4xSectors lte/3g colocation 2cc,,1,1,1,1,1,1,1,,1,1,,,,,,,1,6,3,,,8,,,,,,,,,,,6,8,,,1,,,,,,,,,,1,,,,12,1,1,,,1,,,,,,,,,,,,,58,1,1,,,Netkom,Requested by Safiullah,4 February 2026,106745,SMP-WO-1311689,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,5G,NEW 5G Colocation,AUH4507,5g_new_colocation_2cc_n78,,,1,,1,1,,,,,,,,3,,,,,,,,,,3,3,,,,,3,3,3,3,,,3,3,1,,,,,1,,,,,,,2,,,,1,,2,,,,,,,,,,,,,,37,,,,,Covenant,Requested by Islam,10 February 2026,106745,SMP-WO-1313783,2026,,,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH4507,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,,,Covenant,Requested by Islam,10 February 2026,106745,SMP-WO-1313784,2026,,,PO10_2025 (106745),2025
WR,210KM,New SRAN,New SRAN,AUH4186,new 3g/lte 3xSectors lte/3g colocation 3cc,,1,1,1,1,1,1,1,1,1,,,,,,,,1,9,3,,3,6,,,,,,,,,,,9,6,,,1,,,,,,,,,,1,,,,16,1,1,1,,1,,,1,,,,,,,,,,69,1,,,,Covenant,Requested by Safiullah,13 February 2026,106745,SMP-WO-1316915,2026,,,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH6463,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,XAD,Requested by Islam,4 February 2026,106745,SMP-WO-1311386,2026,Completed,13 February 2026,PO10_2025 (106745),2025
AUH,,5G,Full Site_Dismantling,AUG4289,RDV Integration Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,XAD,Requested by Islam,13 February 2026,106745,SMP-WO-1315584,2026,Completed,10 January 2026,PO10_2025 (106745),2025
AUH,,5G,Full Site_Dismantling,AUG4355,RDV Integration Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,XAD,Requested by Islam,13 February 2026,106745,SMP-WO-1315567,2026,Completed,10 January 2026,PO10_2025 (106745),2025
AUH,,5G,5G Expansion-3CC,AUH3615,5g_3cc_Exp_n78_n41_new_dualBand_HW_Dism_Existing_HW,,,,,1,,,,,,,,,,,,3,,,,,,,6,3,,,3,,3,6,3,,,,6,6,,,,,,1,,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,45,,,,,HAYAT,Requested by Islam,13 February 2026,106745,SMP-WO-1315568,2026,Completed,17 February 2026,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH3615,5g_Exp_nr_fdd_n3_Connectivity,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,7,,,,,HAYAT,Requested by Islam,13 February 2026,106745,SMP-WO-1315570,2026,Completed,17 February 2026,PO10_2025 (106745),2025
AUH,,5G,5G Expansion-3CC,AUH2578,5g_3cc_Exp_reuse_n41_HW_Existing_HW_n78,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,1,,,,,,1,,,,1,1,,1,,,,,,,1,,,,,,,12,,,,Existing AQQL replaced with IPAA+_AVQL,Netkom,Requested by Islam,13 February 2026,106745,SMP-WO-1315571,2026,Completed,17 February 2026,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH2578,5g_Exp_nr_fdd_n3_Connectivity,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,Netkom,Requested by Islam,13 February 2026,106745,SMP-WO-1315572,2026,Completed,17 February 2026,PO10_2025 (106745),2025
AUH,,5G,IPAA   ,AUH2578,5G Antenna SWAP_IPAA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,,,,,Netkom,Requested by Islam,13 February 2026,TBD,,2026,Completed,17 February 2026,,
AUH,,5G,NEW 5G Colocation,AUH3333,5g_new_colocation_2cc_n78,,,1,,1,1,,,,,,,,3,,,,,,,,,,3,3,,,,,3,3,3,3,,,3,3,1,,,,,1,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,36,,,,,XAD,Requested by Islam,17 February 2026,106745,SMP-WO-1317447,2026,Completed,19 February 2026,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH3333,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,XAD,Requested by Islam,17 February 2026,106745,SMP-WO-1317448,2026,Completed,19 February 2026,PO10_2025 (106745),2025
AUH,,5G,IPAA   ,AUH3333,5G Antenna SWAP_IPAA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,,,,,XAD,Requested by Islam,17 February 2026,TBD,,2026,Completed,19 February 2026,,
AUH,,5G,NEW 5G Colocation,AUH2806,5g_new_colocation_2cc_n78,,,1,,1,1,,,,,,,,3,,,,,,,,,,3,3,,,,,3,3,3,3,,,3,3,1,,,,,1,,,,,,1,,,,1,1,,1,,,,1,,,,,,,,,,37,,,,,Covenant,Requested by Islam,17 February 2026,106745,SMP-WO-1317449,2026,Completed,18 February 2026,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH2806,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,Covenant,Requested by Islam,17 February 2026,106745,SMP-WO-1317450,2026,Completed,18 February 2026,PO10_2025 (106745),2025
AUH,,5G,IPAA   ,AUH2806,5G Antenna SWAP_IPAA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,,,,,Covenant,Requested by Islam,17 February 2026,TBD,,2026,Completed,18 February 2026,,
AUH,,5G,NEW 5G Colocation,AUH1960,5g_new_colocation_2cc_n78,,,1,,1,1,,,,,,,,3,,,,,,,,,,3,3,,,,,3,3,3,3,,,3,3,1,,,,,1,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,35,,,,,Covenant,Requested by Islam,17 February 2026,106745,SMP-WO-1317451,2026,,,PO10_2025 (106745),2025
AUH,,5G,NR-FDD Connectivity,AUH1960,5g_Exp_nr_fdd_n3_Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,Covenant,Requested by Islam,17 February 2026,106745,SMP-WO-1317452,2026,,,PO10_2025 (106745),2025
AUH,,5G,NEW 5G Colocation,AUH1821,5g_new_colocation_2cc_n78,,,1,,1,1,,,,,,,,3,,,,,,,,,,3,3,,,,,3,3,3,3,,,3,3,1,,,,,1,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,35,,,,,Netkom,Requested by Islam,17 February 2026,106745,SMP-WO-1317453,2026,,,PO10_2025 (106745),2025
